index,Y_sp,Y_nas,Y_vix,Y_dj,VIX_Index,vix_1m,vix_2m,vix_3m,vix_4m,vix_5m,vix_6m,vix_7m,vix_slope,1m,3m,6m,1y,2y,3y,5y,7y,10y,20y,30y,Full_Slope,SP500-1-return,SP500-2-return,SP500-3-return,SP500-4-return,SP500-5-return,SP500-6-return,SP500-7-return,SP500-8-return,SP500-9-return,SP500-10-return,VIX_Index-1-return,VIX_Index-2-return,VIX_Index-3-return,VIX_Index-4-return,VIX_Index-5-return,VIX_Index-6-return,VIX_Index-7-return,VIX_Index-8-return,VIX_Index-9-return,VIX_Index-10-return,NAS100-1-return,NAS100-2-return,NAS100-3-return,NAS100-4-return,NAS100-5-return,NAS100-6-return,NAS100-7-return,NAS100-8-return,NAS100-9-return,NAS100-10-return,DJIA30-1-return,DJIA30-2-return,DJIA30-3-return,DJIA30-4-return,DJIA30-5-return,DJIA30-6-return,DJIA30-7-return,DJIA30-8-return,DJIA30-9-return,DJIA30-10-return
2013-01-16,0.000196973,0.004305842,-0.009640424,-0.001749544,13.42000008,15.5,17.07,17.94,18.64,19.33,20.07,20.72,0.029541245,0.07,0.08,0.11,0.14,0.26,0.36,0.75,1.23,1.84,2.61,3.01,0.000297059,0.000196973,0.001325006,0.000393901,0.000346386,0.007915086,0.010567431,0.007319792,0.004191789,0.009045089,0.006957293,-0.009640424,-0.007423967,0.004480995,-0.005202516,-0.028646861,-0.014793155,-0.027197552,-0.030094003,-0.081531934,-0.089739907,0.004305842,-0.000354623,-0.004935284,-0.003449577,0.002592307,0.005871533,0.003850566,0.003751453,0.000903594,-0.004283737,-0.001749544,0.000289442,0.001688968,0.002965689,0.008974997,0.013590397,0.009439592,0.005642356,0.008911477,0.007330405
2013-01-17,0.005627061,0.004531272,0.011115314,0.006255842,13.56999969,15.69,16.98,17.86,18.53,19.07,19.78,20.41,0.027646551,0.05,0.07,0.11,0.14,0.28,0.39,0.79,1.29,1.89,2.66,3.06,0.000302433,0.005627061,0.005824033,0.006952066,0.006020961,0.005973446,0.013542146,0.016194492,0.012946853,0.009818849,0.014672149,0.011115314,0.00147489,0.003691347,0.015596309,0.005912798,-0.017531546,-0.003677841,-0.016082238,-0.018978689,-0.07041662,0.004531272,0.008837113,0.004176648,-0.000404013,0.001081695,0.007123578,0.010402805,0.008381837,0.008282724,0.005434866,0.006255842,0.004506298,0.006545285,0.007944811,0.009221531,0.015230839,0.019846239,0.015695434,0.011898199,0.015167319
2013-01-18,0.003397492,-0.001424275,-0.085337935,0.003940489,12.46000004,14.65,16.28,17.23,17.82,18.44,19.12,19.78,0.029660532,0.04,0.08,0.1,0.14,0.26,0.38,0.77,1.26,1.87,2.63,3.03,0.000299866,0.003397492,0.009024553,0.009221525,0.010349559,0.009418454,0.009370939,0.016939639,0.019591984,0.016344345,0.013216342,-0.085337935,-0.074222621,-0.083863045,-0.081646588,-0.069741626,-0.079425137,-0.102869481,-0.089015776,-0.101420173,-0.104316624,-0.001424275,0.003106996,0.007412838,0.002752373,-0.001828288,-0.00034258,0.005699303,0.008978529,0.006957562,0.006858449,0.003940489,0.010196331,0.008446788,0.010485774,0.0118853,0.01316202,0.019171328,0.023786728,0.019635924,0.015838688
2013-01-22,0.004418332,0.001074775,-0.002410586,0.004569116,12.43000031,14.05,15.37,16.48,17.1,17.79,18.55,19.18,0.028597114,0.04,0.08,0.1,0.14,0.26,0.38,0.76,1.25,1.86,2.62,3.02,0.000298793,0.004418332,0.007815824,0.013442885,0.013639857,0.01476789,0.013836785,0.01378927,0.02135797,0.024010316,0.020762677,-0.002410586,-0.087748521,-0.076633207,-0.086273631,-0.084057174,-0.072152212,-0.081835723,-0.105280068,-0.091426362,-0.103830759,0.001074775,-0.0003495,0.004181772,0.008487614,0.003827148,-0.000753513,0.000732195,0.006774078,0.010053305,0.008032337,0.004569116,0.008509606,0.014765448,0.013015904,0.01505489,0.016454416,0.017731136,0.023740444,0.028355844,0.02420504
2013-01-23,0.001506342,0.005802099,0.002410586,0.004882975,12.46000004,13.69,15.03,16.23,16.97,17.6,18.26,18.89,0.028376393,0.06,0.08,0.1,0.15,0.26,0.37,0.76,1.24,1.86,2.62,3.02,0.000298318,0.001506342,0.005924674,0.009322166,0.014949226,0.015146199,0.016274232,0.015343127,0.015295612,0.022864312,0.025516658,0.002410586,0,-0.085337935,-0.074222621,-0.083863045,-0.081646588,-0.069741626,-0.079425137,-0.102869481,-0.089015776,0.005802099,0.006876874,0.005452599,0.009983871,0.014289713,0.009629248,0.005048587,0.006534294,0.012576178,0.015855404,0.004882975,0.009452091,0.013392581,0.019648423,0.017898879,0.019937865,0.021337391,0.022614111,0.028623419,0.033238819
2013-01-24,6.61E-06,-0.014087731,0.018290732,0.003332774,12.68999958,13.94,15.08,16.13,16.89,17.54,18.19,18.83,0.026965739,0.06,0.08,0.1,0.15,0.23,0.37,0.78,1.26,1.88,2.64,3.04,0.000300924,6.61E-06,0.001512957,0.005931288,0.009328781,0.014955841,0.015152814,0.016280847,0.015349742,0.015302227,0.022870927,0.018290732,0.020701319,0.018290732,-0.067047203,-0.055931889,-0.065572313,-0.063355856,-0.051450894,-0.061134405,-0.084578749,-0.014087731,-0.008285631,-0.007210856,-0.008635131,-0.00410386,0.000201982,-0.004458483,-0.009039144,-0.007553437,-0.001511553,0.003332774,0.008215749,0.012784865,0.016725354,0.022981196,0.021231653,0.023270639,0.024670165,0.025946885,0.031956193
2013-01-25,0.005430709,0.004834926,0.015637595,0.005097201,12.89000034,14.09,15.13,16.08,16.79,17.43,18.08,18.72,0.025735464,0.06,0.08,0.11,0.15,0.28,0.42,0.87,1.36,1.98,2.75,3.14,0.000310518,0.005430709,0.005437323,0.006943665,0.011361997,0.014759489,0.02038655,0.020583522,0.021711556,0.020780451,0.020732936,0.015637595,0.033928327,0.036338914,0.033928327,-0.051409608,-0.040294294,-0.049934718,-0.047718261,-0.035813299,-0.04549681,0.004834926,-0.009252805,-0.003450705,-0.00237593,-0.003800205,0.000731066,0.005036908,0.000376443,-0.004204218,-0.002718511,0.005097201,0.008429975,0.013312949,0.017882066,0.021822555,0.028078397,0.026328853,0.02836784,0.029767366,0.031044086
2013-01-28,-0.001851334,0.002080594,0.051409608,-0.001011652,13.56999969,14.59,15.32,16.27,16.87,17.51,18.18,18.71,0.023231359,0.03,0.07,0.11,0.16,0.29,0.45,0.89,1.38,2,2.76,3.15,0.000311735,-0.001851334,0.003579374,0.003585989,0.005092331,0.009510663,0.012908155,0.018535216,0.018732188,0.019860221,0.018929116,0.051409608,0.067047203,0.085337935,0.087748521,0.085337935,0,0.011115314,0.00147489,0.003691347,0.015596309,0.002080594,0.00691552,-0.007172211,-0.001370111,-0.000295336,-0.001719611,0.00281166,0.007117502,0.002457037,-0.002123624,-0.001011652,0.004085549,0.007418323,0.012301298,0.016870414,0.020810904,0.027066746,0.025317202,0.027356188,0.028755714
2013-01-29,0.005093004,0.000419302,-0.019345787,0.005208326,13.31000042,14.04,14.92,15.97,16.68,17.32,18.02,18.67,0.025079894,0.03,0.07,0.11,0.15,0.3,0.43,0.9,1.4,2.03,2.79,3.18,0.000315364,0.005093004,0.00324167,0.008672378,0.008678993,0.010185335,0.014603666,0.018001159,0.023628219,0.023825192,0.024953225,-0.019345787,0.03206382,0.047701415,0.065992148,0.068402734,0.065992148,-0.019345787,-0.008230473,-0.017870897,-0.015654441,0.000419302,0.002499895,0.007334822,-0.006752909,-0.00095081,0.000123965,-0.00130031,0.003230962,0.007536804,0.002876339,0.005208326,0.004196675,0.009293876,0.012626649,0.017509624,0.022078741,0.02601923,0.032275072,0.030525528,0.032564515
2013-01-30,-0.003907245,-0.001776673,0.073141476,-0.003158104,14.31999969,15.15,15.76,16.57,17.12,17.68,18.37,18.92,0.021251087,0.04,0.07,0.11,0.15,0.27,0.42,0.88,1.39,2.03,2.8,3.19,0.00031693,-0.003907245,0.001185759,-0.000665575,0.004765133,0.004771748,0.00627809,0.010696422,0.014093914,0.019720975,0.019917947,0.073141476,0.053795689,0.105205297,0.120842892,0.139133624,0.14154421,0.139133624,0.053795689,0.064911003,0.055270579,-0.001776673,-0.001357371,0.000723222,0.005558149,-0.008529582,-0.002727483,-0.001652708,-0.003076983,0.001454289,0.005760131,-0.003158104,0.002050222,0.001038571,0.006135771,0.009468545,0.01435152,0.018920636,0.022861126,0.029116968,0.027367424
2013-01-31,-0.002566592,-0.00262509,-0.002797202,-0.003589348,14.27999973,14.9,15.71,16.71,17.31,17.81,18.47,19.04,0.022452844,0.04,0.07,0.12,0.15,0.27,0.42,0.88,1.38,2.02,2.79,3.17,0.000314917,-0.002566592,-0.006473837,-0.001380833,-0.003232167,0.002198542,0.002205156,0.003711498,0.00812983,0.011527322,0.017154383,-0.002797202,0.070344274,0.050998487,0.102408095,0.11804569,0.136336422,0.138747008,0.136336422,0.050998487,0.062113801,-0.00262509,-0.004401763,-0.003982461,-0.001901867,0.002933059,-0.011154672,-0.005352573,-0.004277798,-0.005702073,-0.001170801,-0.003589348,-0.006747453,-0.001539126,-0.002550778,0.002546423,0.005879197,0.010762172,0.015331288,0.019271777,0.025527619
2013-02-01,0.010002513,0.011802517,-0.101632656,0.010707528,12.89999962,14.29,15.38,16.31,17.02,17.72,18.42,18.97,0.026547843,0.02,0.06,0.11,0.15,0.27,0.4,0.88,1.4,2.04,2.83,3.21,0.000320379,0.010002513,0.007435921,0.003528677,0.00862168,0.006770346,0.012201055,0.012207669,0.013714011,0.018132343,0.021529835,-0.101632656,-0.104429858,-0.031288382,-0.05063417,0.000775438,0.016413033,0.034703765,0.037114352,0.034703765,-0.05063417,0.011802517,0.009177428,0.007400754,0.007820056,0.00990065,0.014735576,0.000647845,0.006449945,0.00752472,0.006100445,0.010707528,0.00711818,0.003960075,0.009168402,0.00815675,0.013253951,0.016586725,0.0214697,0.026038816,0.029979305
2013-02-04,-0.011605833,-0.017622063,0.128577316,-0.009301649,14.67000008,15.29,15.86,16.73,17.28,17.88,18.55,19.12,0.021404943,0.03,0.07,0.11,0.15,0.25,0.38,0.85,1.36,2,2.79,3.17,0.00031616,-0.011605833,-0.001603319,-0.004169911,-0.008077156,-0.002984152,-0.004835487,0.000595222,0.000601837,0.002108179,0.00652651,0.128577316,0.026944659,0.024147457,0.097288933,0.077943146,0.129352754,0.144990349,0.163281081,0.165691667,0.163281081,-0.017622063,-0.005819545,-0.008444635,-0.010221308,-0.009802006,-0.007721413,-0.002886487,-0.016974217,-0.011172118,-0.010097343,-0.009301649,0.001405879,-0.00218347,-0.005341574,-0.000133248,-0.001144899,0.003952302,0.007285075,0.01216805,0.016737167
2013-02-05,0.010362632,0.014371452,-0.066949956,0.007122926,13.72000027,14.39,15.57,16.57,17.18,17.76,18.47,19.03,0.02480878,0.06,0.07,0.11,0.15,0.27,0.41,0.88,1.39,2.04,2.83,3.21,0.000319214,0.010362632,-0.0012432,0.008759313,0.006192721,0.002285476,0.00737848,0.005527146,0.010957854,0.010964469,0.012470811,-0.066949956,0.06162736,-0.040005296,-0.042802498,0.030338978,0.01099319,0.062402798,0.078040393,0.096331125,0.098741712,0.014371452,-0.003250611,0.008551907,0.005926817,0.004150144,0.004569446,0.006650039,0.011484966,-0.002602765,0.003199334,0.007122926,-0.002178724,0.008528804,0.004939456,0.001781352,0.006989678,0.005978027,0.011075227,0.014408001,0.019290976
2013-02-06,0.00054902,-0.003141016,-0.022853956,0.000516325,13.40999985,14.15,15.33,16.43,17.04,17.63,18.28,18.92,0.02561084,0.06,0.07,0.12,0.15,0.27,0.39,0.84,1.35,2,2.79,3.18,0.000315649,0.00054902,0.010911652,-0.000694181,0.009308333,0.006741741,0.002834496,0.0079275,0.006076165,0.011506874,0.011513489,-0.022853956,-0.089803911,0.038773404,-0.062859252,-0.065656454,0.007485022,-0.011860765,0.039548842,0.055186437,0.073477169,-0.003141016,0.011230436,-0.006391627,0.00541089,0.002785801,0.001009128,0.001428429,0.003509023,0.008343949,-0.005743782,0.000516325,0.007639251,-0.001662399,0.00904513,0.005455781,0.002297677,0.007506003,0.006494352,0.011591553,0.014924326
2013-02-07,-0.001807031,5.46E-05,0.006689,-0.003041095,13.5,14.09,15.31,16.32,16.99,17.54,18.22,18.87,0.025337105,0.03,0.07,0.11,0.15,0.25,0.39,0.83,1.34,1.99,2.78,3.17,0.00031571,-0.001807031,-0.001258011,0.009104621,-0.002501212,0.007501302,0.00493471,0.001027465,0.006120469,0.004269134,0.009699843,0.006689,-0.016164956,-0.083114912,0.045462404,-0.056170253,-0.058967455,0.014174022,-0.005171766,0.046237842,0.061875437,5.46E-05,-0.003086435,0.011285017,-0.006337046,0.005465471,0.002840381,0.001063708,0.00148301,0.003563604,0.00839853,-0.003041095,-0.00252477,0.004598156,-0.004703494,0.006004034,0.002414686,-0.000743418,0.004464908,0.003453257,0.008550457
2013-02-08,0.005641995,0.010525176,-0.036203014,0.003502161,13.02000046,13.8,15.01,16.07,16.67,17.31,17.96,18.57,0.025970216,0.03,0.07,0.11,0.14,0.25,0.39,0.84,1.34,1.99,2.79,3.17,0.00031621,0.005641995,0.003834964,0.004383983,0.014746616,0.003140783,0.013143296,0.010576704,0.006669459,0.011762463,0.009911129,-0.036203014,-0.029514014,-0.05236797,-0.119317925,0.00925939,-0.092373266,-0.095170468,-0.022028992,-0.041374779,0.010034828,0.010525176,0.010579757,0.00743874,0.021810192,0.00418813,0.015990647,0.013365557,0.011588884,0.012008186,0.01408878,0.003502161,0.000461066,0.000977391,0.008100317,-0.001201333,0.009506196,0.005916847,0.002758743,0.007967069,0.006955418
2013-02-11,-0.000606301,-0.000331579,-0.006163415,-0.001554093,12.93999958,13.5,14.93,15.82,16.47,17.08,17.77,18.42,0.026007394,0.05,0.09,0.12,0.15,0.27,0.4,0.85,1.35,1.99,2.78,3.16,0.000313441,-0.000606301,0.005035693,0.003228662,0.003777682,0.014140314,0.002534482,0.012536995,0.009970403,0.006063158,0.011156162,-0.006163415,-0.042366429,-0.035677429,-0.058531385,-0.125481341,0.003095975,-0.098536682,-0.101333884,-0.028192407,-0.047538195,-0.000331579,0.010193597,0.010248177,0.007107161,0.021478613,0.00385655,0.015659068,0.013033978,0.011257305,0.011676607,-0.001554093,0.001948068,-0.001093027,-0.000576702,0.006546223,-0.002755426,0.007952102,0.004362754,0.001204649,0.006412976
2013-02-12,0.001594001,-0.004341423,-0.023456841,0.003391219,12.64000034,13,14.78,15.78,16.44,16.98,17.7,18.37,0.027367567,0.08,0.09,0.12,0.14,0.29,0.41,0.88,1.38,2.02,2.81,3.19,0.000315782,0.001594001,0.0009877,0.006629694,0.004822663,0.005371683,0.015734316,0.004128483,0.014130996,0.011564404,0.007657159,-0.023456841,-0.029620256,-0.06582327,-0.05913427,-0.081988226,-0.148938181,-0.020360866,-0.121993522,-0.124790724,-0.051649248,-0.004341423,-0.004673003,0.005852173,0.005906754,0.002765738,0.01713719,-0.000484873,0.011317645,0.008692555,0.006915882,0.003391219,0.001837125,0.005339287,0.002298191,0.002814517,0.009937442,0.000635793,0.011343321,0.007753973,0.004595868
2013-02-13,0.000592088,0.004027866,0.02654326,-0.002556286,12.97999954,14.75,15.82,16.53,17.02,17.61,18.18,18.87,0.024030891,0.09,0.1,0.12,0.15,0.29,0.44,0.92,1.43,2.05,2.86,3.23,0.000319397,0.000592088,0.002186089,0.001579788,0.007221782,0.005414751,0.005963771,0.016326403,0.004720571,0.014723084,0.012156492,0.02654326,0.003086419,-0.003076996,-0.039280009,-0.03259101,-0.055444966,-0.122394921,0.006182394,-0.095450262,-0.098247464,0.004027866,-0.000313558,-0.000645137,0.009880039,0.00993462,0.006793603,0.021165055,0.003542993,0.01534551,0.01272042,-0.002556286,0.000834933,-0.00071916,0.002783001,-0.000258094,0.000258231,0.007381156,-0.001920493,0.008787035,0.005197687
2013-02-14,0.000690433,-0.000844005,-0.024962271,-0.000681099,12.65999985,14.55,15.72,16.42,17.04,17.68,18.33,18.86,0.025504805,0.1,0.11,0.13,0.16,0.27,0.42,0.86,1.37,2,2.79,3.17,0.000312419,0.000690433,0.001282521,0.002876522,0.002270221,0.007912216,0.006105184,0.006654204,0.017016837,0.005411004,0.015413517,-0.024962271,0.001580989,-0.021875852,-0.028039267,-0.064242281,-0.057553281,-0.080407237,-0.147357193,-0.018779877,-0.120412534,-0.000844005,0.003183861,-0.001157563,-0.001489142,0.009036034,0.009090615,0.005949599,0.020321051,0.002698988,0.014501505,-0.000681099,-0.003237385,0.000153834,-0.00140026,0.002101902,-0.000939194,-0.000422869,0.006700057,-0.002601592,0.008105936
2013-02-15,-0.001045628,-0.002442157,-0.015923888,0.000598825,12.46000004,14.5,15.62,16.39,17.09,17.74,18.39,19.03,0.026792294,0.09,0.1,0.13,0.17,0.29,0.42,0.87,1.38,2.01,2.8,3.18,0.000313418,-0.001045628,-0.000355195,0.000236893,0.001830894,0.001224593,0.006866588,0.005059557,0.005608577,0.015971209,0.004365376,-0.015923888,-0.04088616,-0.014342899,-0.03779974,-0.043963156,-0.080166169,-0.073477169,-0.096331125,-0.163281081,-0.034703765,-0.002442157,-0.003286162,0.000741703,-0.00359972,-0.003931299,0.006593877,0.006648458,0.003507441,0.017878893,0.000256831,0.000598825,-8.23E-05,-0.00263856,0.000752659,-0.000801435,0.002700726,-0.000340369,0.000175956,0.007298882,-0.002002767
2013-02-19,0.007309694,0.006557964,-0.012111542,0.003848335,12.31000042,13.89,14.92,15.74,16.54,17.26,17.92,18.62,0.027090082,0.09,0.12,0.13,0.17,0.29,0.44,0.89,1.41,2.03,2.83,3.21,0.00031596,0.007309694,0.006264067,0.0069545,0.007546588,0.009140589,0.008534288,0.014176282,0.012369251,0.012918271,0.023280903,-0.012111542,-0.02803543,-0.052997702,-0.026454442,-0.049911282,-0.056074698,-0.092277711,-0.085588712,-0.108442667,-0.175392623,0.006557964,0.004115807,0.003271802,0.007299667,0.002958244,0.002626665,0.013151841,0.013206422,0.010065405,0.024436857,0.003848335,0.004447159,0.00376606,0.001209774,0.004600993,0.0030469,0.006549061,0.003507966,0.004024291,0.011147217
2013-02-20,-0.012481711,-0.015524947,0.17607407,-0.007733763,14.68000031,15.39,15.97,16.55,17.14,17.78,18.39,19.02,0.020099098,0.12,0.12,0.13,0.17,0.27,0.42,0.88,1.38,2.02,2.82,3.2,0.00031482,-0.012481711,-0.005172017,-0.006217645,-0.005527212,-0.004935124,-0.003341123,-0.003947424,0.001694571,-0.00011246,0.00043656,0.17607407,0.163962528,0.148038639,0.123076368,0.149619628,0.126162787,0.119999372,0.083796359,0.090485358,0.067631402,-0.015524947,-0.008966983,-0.011409141,-0.012253146,-0.00822528,-0.012566703,-0.012898283,-0.002373107,-0.002318526,-0.005459542,-0.007733763,-0.003885429,-0.003286604,-0.003967703,-0.006523989,-0.00313277,-0.004686863,-0.001184702,-0.004225797,-0.003709472
